Fighter,KD,Strikes,TD,Sub,Win_Rate,Total_Matches
Cathal Pendred,0.0,29.75,1.875,0.5,62.5,3.0
Cesar Arzamendia,0.0,16.5,1.5,0.5,0.0,1.0
Cesar Marscucci,,,,,100.0,1.0
Cezar Ferreira,0.09090909090909091,18.511363636363637,1.9886363636363638,0.38636363636363635,72.72727272727272,7.5
Chad Anheliger,1.0,53.0,0.0,1.0,50.0,2.0
Chad Griggs,0.0,1.0,0.5,0.0,0.0,2.0
Chad Laprise,0.30000000000000004,41.0,0.6,0.0,60.0,5.0
Chad Mendes,0.5714285714285714,27.214285714285715,1.9285714285714284,0.14285714285714285,64.28571428571428,7.0
Chad Reiner,0.0,4.0,0.5,1.0,0.0,2.0
Chael Sonnen,0.0,28.083333333333336,2.645833333333333,0.3125,52.08333333333333,7.0
Chan Sung Jung,0.3392857142857143,49.92857142857143,0.625,0.5535714285714286,60.714285714285715,5.5
Chan-Mi Jeon,0.0,93.5,0.0,0.0,0.0,2.0
Chance Rencountre,0.0,12.25,1.0,0.25,50.0,2.0
Charles Byrd,0.0,15.25,0.5,0.25,25.0,4.0
Charles Johnson,0.0,55.25,0.25,0.0,50.0,2.0
Charles Jourdain,0.6,75.6,0.1,0.4,40.0,5.0
Charles McCarthy,0.0,1.25,1.0,1.0,50.0,1.5
Charles Oliveira,0.22291666666666665,24.15416666666667,1.09375,1.2875,67.29166666666667,15.5
Charles Rosa,0.0,43.75,1.3181818181818183,0.75,43.18181818181819,6.5
Charlie Brenneman,0.0,11.946428571428571,2.25,0.0,39.285714285714285,5.5
Charlie Ontiveros,0.5,13.25,0.0,0.0,0.0,1.5
Charlie Valencia,0.0,5.0,0.0,0.0,0.0,1.0
Charlie Ward,0.0,2.5,0.0,0.0,0.0,1.0
Chas Skelly,0.1875,18.9375,1.25,1.6875,68.75,6.0
Chase Gormley,0.0,5.0,0.5,0.5,0.0,1.0
Chase Hooper,0.0,44.3,0.8,0.9,30.0,3.0
Chase Sherman,0.1875,66.08333333333334,0.08333333333333333,0.0,27.083333333333332,7.0
Che Mills,0.5,13.25,0.5,0.0,50.0,2.0
Cheick Kongo,0.225,31.5875,1.3,0.1875,60.0,9.0
Chelsea Chandler,0.0,38.0,0.0,0.0,100.0,1.0
Cheyanne Vlismas,0.16666666666666666,79.5,0.16666666666666666,0.16666666666666666,66.66666666666666,2.0
Chico Camus,0.0,37.6,0.8,0.43333333333333335,43.33333333333333,4.0
Chidi Njokuani,0.5,27.25,0.0,0.25,50.0,2.0
Chris Avila,0.0,35.5,0.0,0.0,0.0,2.0
Chris Barnett,0.25,37.0,0.0,0.0,50.0,2.0
Chris Beal,0.5,35.375,0.875,0.125,62.5,2.5
Chris Brennan,0.0,5.0,0.5,1.0,33.33333333333333,3.0
Chris Camozzi,0.05,42.03888888888889,0.2,0.3611111111111111,46.111111111111114,9.5
Chris Cariaso,0.0,46.725,0.775,0.475,55.0,6.5
Chris Clements,0.3333333333333333,32.75,0.0,0.16666666666666666,41.666666666666664,2.5
Chris Condo,0.0,0.0,0.0,0.0,0.0,1.0
Chris Cope,0.0,38.25,0.0,0.0,50.0,1.5
Chris Curtis,0.75,56.625,0.0,0.0,87.5,2.5
Chris Daukaus,1.3333333333333333,17.583333333333336,0.0,0.0,75.0,3.5
Chris Dempsey,0.0,23.166666666666668,1.6666666666666667,0.0,50.0,2.0
Chris Duncan,0.0,53.0,5.0,0.0,100.0,1.0
Chris Fishgold,0.0,17.5,1.5,0.75,25.0,4.0
Chris Gruetzemacher,0.0,62.45833333333333,0.16666666666666666,0.0,41.666666666666664,3.5
Chris Gutierrez,0.575,55.1,0.35,0.125,77.5,4.5
Chris Haseman,0.0,14.0,0.0,2.0,0.0,1.0
Chris Heatherly,0.0,6.0,1.0,0.0,0.0,1.0
Chris Holdsworth,0.0,20.5,2.5,1.5,100.0,2.0
Chris Indich,0.0,13.0,0.5,1.0,0.0,2.0
Chris Kelades,0.0,34.75,1.0,0.25,50.0,4.0
Chris Leben,0.24166666666666667,26.15,0.8,0.44166666666666665,55.833333333333336,11.0
Chris Liguori,0.0,1.0,0.0,0.0,0.0,1.0
Chris Lytle,0.15625,41.96875,0.375,1.90625,59.375,10.0
Chris Price,0.0,5.0,0.0,0.5,0.0,1.0
Chris Sanford,0.0,1.0,0.0,1.0,0.0,1.0
Chris Saunders,0.0,6.0,1.0,0.0,0.0,1.0
Chris Spang,0.0,5.0,0.0,0.0,0.0,1.0
Chris Tickle,0.0,16.0,1.0,2.0,0.0,1.0
Chris Tuchscherer,0.0,8.5,0.5,0.25,25.0,2.0
Chris Wade,0.125,18.291666666666668,1.9166666666666665,0.9583333333333334,70.83333333333333,3.5
Chris Weidman,0.15,30.75,2.5785714285714283,0.5428571428571429,63.57142857142857,8.5
Chris Wilson,0.75,33.25,1.25,1.5,25.0,4.0
Chris de la Rocha,0.0,30.25,1.0,0.5,25.0,2.0
Christian Aguilera,0.0,7.0,0.0,0.0,25.0,1.5
Christian Colombo,0.0,27.0,0.0,0.0,0.0,3.0
Christian Duncan,0.0,9.0,0.0,0.0,100.0,1.0
Christian Morecraft,0.0,19.5,1.5,1.0,25.0,4.0
Christian Rodriguez,0.0,17.5,1.0,2.0,50.0,1.0
Christian Wellisch,0.16666666666666666,19.666666666666668,0.6666666666666666,0.75,41.666666666666664,2.5
Christina Marks,0.0,10.0,1.0,0.0,0.0,1.0
Christophe Leninger,0.0,2.0,0.0,0.5,0.0,2.0
Christos Giagos,0.0,27.183333333333337,2.0166666666666666,0.3,46.666666666666664,5.5
Chuck Liddell,0.5982142857142857,26.205357142857142,0.3392857142857143,0.0,66.07142857142857,11.5
Chuck O'Neil,0.0,47.0,0.0,0.0,0.0,1.0
Cindy Dandois,0.0,47.0,5.0,0.0,0.0,1.0
Ciryl Gane,0.25,75.0,0.625,0.5416666666666666,75.0,5.0
Claude Patrick,0.0,23.166666666666664,2.3333333333333335,1.0,83.33333333333333,2.0
Claudia Gadelha,0.05555555555555555,51.55555555555556,2.555555555555556,0.4444444444444444,49.99999999999999,6.0
Claudio Puelles,0.0,16.75,1.8,1.0,80.0,3.5
Claudio Ribeiro,0.0,19.0,0.0,0.0,0.0,1.0
Claudio Silva,0.0,29.233333333333334,2.1333333333333333,0.8333333333333333,70.0,4.0
Clay Collard,0.5,62.0,2.75,0.5,25.0,2.0
Clay Guida,0.17708333333333331,30.645833333333332,2.2604166666666665,0.4618055555555556,53.47222222222222,17.0
Clay Harvison,0.0,33.0,0.5,1.0,50.0,1.5
Clayton Carpenter,0.0,3.0,0.0,3.0,100.0,1.0
Clifford Starks,0.0,15.0,1.0,0.0,33.33333333333333,3.0
Clint Hester,0.41666666666666663,36.79166666666667,0.7916666666666666,0.0,62.5,3.5
Cody Brundage,0.5,12.833333333333332,1.1666666666666665,0.3333333333333333,66.66666666666666,2.0
Cody Donovan,0.6666666666666666,23.166666666666664,0.6666666666666666,0.3333333333333333,50.0,2.0
Cody Durden,0.16666666666666666,26.333333333333332,2.333333333333333,0.16666666666666666,49.99999999999999,3.0
Cody East,0.0,23.5,1.5,0.0,0.0,2.0
Cody Garbrandt,0.6944444444444444,26.90277777777778,0.5555555555555556,0.0,51.38888888888889,6.5
Cody Gibson,0.3333333333333333,26.666666666666664,0.8333333333333334,0.16666666666666666,16.666666666666664,2.0
Cody McKenzie,0.0,14.333333333333334,1.25,1.1666666666666667,37.5,3.5
Cody Pfister,0.0,15.0,2.0,0.0,25.0,2.0
Cody Stamann,0.08333333333333333,54.16666666666667,2.0,0.0,58.33333333333333,6.0
Colby Covington,0.05555555555555555,71.36111111111111,4.638888888888889,0.19444444444444442,83.33333333333333,7.5
Cole Escovedo,0.0,27.333333333333332,0.6666666666666666,0.0,0.0,3.0
Cole Miller,0.2121212121212121,31.52020202020202,0.3939393939393939,1.2424242424242424,50.505050505050505,10.0
Cole Smith,0.0,26.666666666666668,1.6666666666666667,1.6666666666666667,33.33333333333333,3.0
Cole Williams,0.0,1.5,0.0,0.0,0.0,1.0
Colin Fletcher,0.0,46.5,0.0,0.0,0.0,1.0
Colin Robinson,0.0,18.0,0.5,1.0,0.0,2.0
Collin Anglin,0.0,16.5,0.5,0.0,0.0,2.0
Collin Hart,0.0,95.0,2.0,0.0,0.0,1.0
Colton Smith,0.25,13.5,2.25,0.75,25.0,2.0
Conor McGregor,0.8555555555555556,40.92222222222222,0.4555555555555556,0.1,73.33333333333333,7.0
Constantinos Philippou,0.4583333333333333,23.208333333333336,0.3333333333333333,0.20833333333333331,54.16666666666667,5.0
Corey Anderson,0.05555555555555555,49.611111111111114,3.5277777777777777,0.0,63.88888888888889,7.5
Corey Hill,0.0,25.0,1.0,0.0,50.0,1.5
Cortney Casey,0.0,53.04464285714286,0.33035714285714285,0.42857142857142855,40.17857142857143,7.5
Cory Hendricks,0.0,47.0,0.0,0.0,0.0,1.0
Cory McKenna,0.0,44.333333333333336,1.3333333333333333,0.3333333333333333,83.33333333333333,2.0
Cory Sandhagen,0.3333333333333333,75.41666666666666,0.75,0.25,75.0,6.0
Cory Walmsley,0.0,2.0,0.0,0.0,0.0,1.0
Court McGee,0.14646464646464646,62.237373737373744,1.7323232323232323,0.41414141414141414,51.515151515151516,10.0
Courtney Turner,,,,,0.0,1.0
Crafton Wallace,0.0,2.5,0.0,0.0,0.0,2.0
Craig White,0.5,12.0,0.0,0.5,0.0,1.0
Cristian Quinonez,0.0,19.0,0.0,0.0,100.0,1.0
Cristiane Justino,0.35,50.35,0.3,0.0,75.0,3.5
Cristiano Marcello,0.0,39.33333333333333,0.6666666666666666,0.16666666666666666,16.666666666666664,2.0
Cristina Stanciu,0.0,22.0,0.5,1.0,0.0,2.0
Cub Swanson,0.28125,64.6875,0.6145833333333333,0.0625,56.25,11.0
Cung Le,0.25,33.25,0.5,0.0,50.0,4.0
Curt Warburton,0.0,18.25,1.25,0.5,25.0,1.5
Curtis Blaydes,0.12698412698412698,33.3968253968254,3.7301587301587302,0.0,74.60317460317461,8.0
Curtis Millender,1.0,45.375,0.125,0.0,75.0,2.5
Curtis Stout,0.0,3.5,0.0,0.0,0.0,1.0
Cynthia Calvillo,0.0,52.666666666666664,1.5833333333333335,0.75,50.0,6.0
Cyril Asker,0.0,11.333333333333332,1.1666666666666667,0.25,41.666666666666664,2.5
Cyrille Diabate,0.375,31.75,0.625,0.125,50.0,4.0
Da Woon Jung,0.41666666666666663,34.125,1.4583333333333333,0.16666666666666666,58.33333333333333,3.5
Da'Mon Blackshear,0.0,36.5,1.0,1.0,0.0,1.0
DaMarques Johnson,0.16666666666666666,13.5,0.625,0.29166666666666663,41.666666666666664,5.0
Daichi Abe,0.5,58.5,0.5,0.0,50.0,1.5
Daiju Takase,0.0,1.25,0.0,0.0,0.0,1.5
Dakota Bush,0.0,26.0,1.5,0.0,0.0,1.0
Dalcha Lungiambula,0.125,32.83333333333333,1.4166666666666665,0.0,29.166666666666664,3.5
Dale Hartt,0.0,4.75,0.5,0.5,25.0,1.5
Damacio Page,0.0,17.5,1.0,0.5,0.0,1.5
Damian Grabowski,0.0,17.75,0.0,0.0,0.0,1.5
Damian Stasiak,0.0,20.375,2.25,0.5,37.5,3.0
Damien Brown,0.3333333333333333,40.333333333333336,0.5,0.5,33.33333333333333,3.0
Damir Hadzovic,0.14285714285714285,28.392857142857142,0.5357142857142857,0.07142857142857142,28.57142857142857,4.5
Damir Ismagulov,0.1,59.6,0.7,0.0,90.0,3.0
Damon Jackson,0.0,23.785714285714285,1.2857142857142856,0.8809523809523809,54.76190476190476,5.0
Dan Argueta,0.0,37.0,2.5,1.0,50.0,1.0
Dan Barrera,0.0,12.0,1.0,0.0,0.0,1.0
Dan Bobish,0.0,4.5,0.5,0.5,50.0,2.0
Dan Christison,0.0,60.5,0.0,1.0,50.0,2.0
Dan Cramer,0.0,14.5,0.0,0.5,50.0,1.0
Dan Evensen,0.0,1.0,0.0,1.0,0.0,1.0
Dan Hardy,0.30000000000000004,30.400000000000002,0.6000000000000001,0.3,60.0,5.0
Dan Henderson,0.5,28.8625,0.8125,0.25,48.75,9.0
Dan Hooker,0.375,46.625,0.5625,0.1875,58.33333333333333,10.0
Dan Ige,0.3611111111111111,45.34722222222222,0.8888888888888888,0.125,58.33333333333333,6.5
Dan Lauzon,0.3333333333333333,11.666666666666666,1.0,0.0,0.0,3.0
Dan Miller,0.1111111111111111,22.319444444444443,1.5972222222222223,1.1666666666666665,47.22222222222222,6.5
Dan Moret,0.0,34.5,1.0,0.25,0.0,1.5
Dan Severn,0.0,8.80952380952381,0.6904761904761905,0.47619047619047616,69.04761904761904,6.5
Dan Stittgen,0.0,28.5,0.5,0.0,0.0,1.0
Daniel Cormier,0.13392857142857142,62.392857142857146,1.5267857142857144,0.5267857142857143,73.21428571428572,7.5
Daniel Jolly,0.0,3.0,0.0,0.0,0.0,2.0
Daniel Kelly,0.0,29.9375,0.75,0.125,56.25,5.0
Daniel Lacerda,0.75,23.5,0.5,0.5,0.0,2.0
Daniel Marcos,1.0,53.0,0.0,0.0,100.0,1.0
Daniel Omielanczuk,0.2,36.625,0.425,0.1,42.5,4.5
Daniel Pineda,0.22916666666666666,22.875,0.6041666666666666,0.8333333333333333,41.666666666666664,5.5
Daniel Roberts,0.0,6.25,1.25,1.7,30.0,3.5
Daniel Rodriguez,0.425,86.875,0.125,0.125,77.5,4.5
Daniel Santos,0.5,59.0,1.0,0.0,50.0,2.0
Daniel Sarafian,0.16666666666666666,15.666666666666668,0.16666666666666666,0.3333333333333333,33.33333333333333,3.0
Daniel Spitz,0.0,28.166666666666664,0.3333333333333333,0.0,16.666666666666664,2.0
Daniel Spohn,0.0,24.0,0.0,2.0,0.0,1.0
Daniel Teymur,0.0,35.625,0.625,0.125,50.0,2.5
Daniel Zellhuber,0.0,52.0,0.0,0.0,0.0,1.0
Danielle Taylor,0.0,41.75,0.25,0.16666666666666666,41.666666666666664,2.5
Danillo Villefort,0.0,43.0,1.0,1.0,0.0,1.0
Danilo Belluardo,0.0,6.5,1.0,0.0,0.0,2.0
Danilo Marques,0.0,12.5,2.333333333333333,0.3333333333333333,33.33333333333333,2.0
Danny Abbadi,0.0,29.5,0.0,0.0,0.0,2.0
Danny Castillo,0.14583333333333331,33.375,2.0833333333333335,0.1875,47.916666666666664,7.0
Danny Chavez,0.0,23.0,1.0,0.0,16.666666666666664,2.0
Danny Downes,0.0,19.0,0.0,0.5,0.0,2.0
Danny Henry,0.5,26.25,0.25,0.75,50.0,2.0
Danny Martinez,0.25,48.25,3.5,0.0,25.0,4.0
Danny Mitchell,0.0,38.0,0.0,3.0,0.0,1.0
Danny Roberts,0.1875,29.3125,0.1625,0.1625,55.0,6.5
Dante Rivera,0.0,34.0,0.0,0.0,0.0,1.0
Danyelle Wolf,0.0,20.0,0.0,0.0,0.0,1.0
Darian Weeks,0.0,61.5,1.75,0.0,0.0,1.5
Darko Stosic,0.0,31.5,2.75,0.0,25.0,2.0
Daron Cruickshank,0.3125,29.775,1.6125,0.125,45.0,6.5
Darrel Gholar,0.0,4.0,1.0,0.0,0.0,1.0
Darrell Horcher,0.0,22.25,0.25,0.5,25.0,2.0
Darrell Montague,0.0,12.5,0.25,0.5,0.0,1.5
Darren Elkins,0.07417582417582418,41.66758241758242,2.1483516483516483,0.848901098901099,62.91208791208791,13.5
Darren Stewart,0.14583333333333331,27.479166666666664,1.1041666666666665,0.0625,35.416666666666664,7.0
Darren Till,0.44285714285714284,31.042857142857144,0.4571428571428572,0.0,51.42857142857143,6.0
Darren Uyenoyama,0.0,16.5,1.0,0.75,50.0,4.0
Darrick Minner,0.125,19.375,1.125,1.25,37.5,3.0
Darrill Schoonover,0.0,16.0,0.0,1.0,0.0,1.0
Dashon Johnson,0.0,9.0,0.5,0.5,0.0,1.0
Dave Beneteau,0.0,6.125,0.875,0.0,37.5,3.0
Dave Berry,,,,,0.0,1.0
Dave Galera,0.0,25.0,0.0,2.0,0.0,1.0
Dave Herman,0.125,20.5,1.125,0.0,12.5,2.5
Dave Menne,0.0,31.25,0.375,2.125,50.0,3.0
Dave Strasser,0.0,31.0,0.5,0.0,50.0,2.0
Davey Grant,0.3666666666666667,54.58333333333333,1.1333333333333333,0.18333333333333335,55.0,5.5
Davi Ramos,0.0,33.8,1.75,0.45,55.0,3.5
David Abbott,0.3333333333333333,9.083333333333334,0.625,0.25,45.833333333333336,9.0
David Baron,0.0,7.0,0.0,1.0,0.0,1.0
David Bielkheden,0.0,19.25,3.5,0.0,50.0,1.5
David Branch,0.08333333333333333,15.583333333333334,1.5833333333333335,0.0,41.666666666666664,4.5
David Dodd,0.0,5.0,0.0,0.0,0.0,1.0
David Dvorak,0.0,39.375,1.0,0.125,37.5,2.5
David Heath,0.0,10.75,0.125,0.375,25.0,2.5
David Hood,0.0,2.0,0.0,0.0,0.0,1.0
David Kaplan,0.0,31.0,3.5,0.5,0.0,1.0
David Lee,0.0,6.5,0.0,0.0,0.0,2.0
David Levicki,0.0,4.0,0.0,0.0,0.0,1.0
David Loiseau,0.3333333333333333,19.166666666666664,0.3333333333333333,0.08333333333333333,49.99999999999999,4.5
David Michaud,0.0,38.0,1.75,0.5,25.0,1.5
David Mitchell,0.0,26.583333333333332,0.5833333333333333,1.6666666666666667,25.0,2.5
David Onama,0.5,56.5,0.75,0.25,50.0,2.0
David Roberts,0.0,0.0,0.0,0.0,0.0,1.0
David Terrell,0.25,7.25,1.0,1.25,75.0,1.5
David Teymur,0.375,52.25,0.625,0.0,87.5,3.0
David Velasquez,0.0,20.0,0.0,0.0,0.0,1.0
David Zawada,0.125,42.125,1.25,2.75,12.5,2.5
DeAnna Bennett,0.0,47.0,0.0,1.0,0.0,1.0
Dean Barry,1.0,36.0,0.0,0.0,0.0,1.0
Dean Lister,0.0,15.375,1.25,0.625,62.5,3.0
Deiveson Figueiredo,0.8125,37.9375,1.1875,1.4583333333333335,70.83333333333333,7.0
Delson Heleno,0.0,3.0,0.0,0.0,0.0,1.0
Demetrious Johnson,0.16233766233766234,64.09740259740259,4.324675324675325,0.6233766233766234,81.16883116883116,9.0
Demian Maia,0.023809523809523808,21.023809523809526,1.994047619047619,0.7678571428571428,64.88095238095238,16.5
Denis Kang,0.5,19.75,2.0,0.5,25.0,1.5
Denis Stojnic,0.0,11.5,0.0,0.5,0.0,1.0
Denis Tiuliulin,0.5,30.0,0.0,0.0,25.0,1.5
Denise Gomes,0.0,19.0,0.0,3.0,0.0,1.0
Dennis Bermudez,0.2986111111111111,51.75,3.0833333333333335,0.8263888888888888,59.02777777777778,8.5
Dennis Hallman,0.1,10.575,1.125,1.375,42.5,4.5
Dennis Siver,0.3333333333333333,44.013888888888886,0.6388888888888888,0.20833333333333334,56.94444444444444,10.5
Denys Bondar,0.0,4.0,1.0,0.0,0.0,1.0
Dequan Townsend,0.0,19.333333333333332,0.0,0.0,0.0,2.0
Derek Brunson,0.3028846153846154,29.298076923076923,1.625,0.3653846153846154,65.86538461538461,10.5
Derek Downey,0.0,2.0,1.0,0.0,0.0,1.0
Deron Winn,0.0,54.583333333333336,4.666666666666667,0.0,41.666666666666664,2.5
Derrick Krantz,0.0,19.5,2.0,0.5,0.0,2.0
Derrick Lewis,0.30625,21.96875,0.3375,0.0,66.25,13.0
Derrick Noble,0.0,18.0,0.0,0.0,0.0,1.0
Desmond Green,0.5,39.08333333333333,1.25,0.0,75.0,3.5
Devin Clark,0.20535714285714285,33.76785714285714,1.8035714285714286,0.07142857142857142,54.464285714285715,7.5
Devin Powell,0.16666666666666666,29.833333333333332,0.0,0.3333333333333333,16.666666666666664,2.0
Devonte Smith,0.25,26.5,0.25,0.25,50.0,3.0
Dhiego Lima,0.14285714285714285,29.357142857142858,0.8928571428571428,0.5,39.285714285714285,5.5
Diana Belbita,0.25,76.75,0.5,0.0,25.0,2.0
Diego Brandao,0.1875,24.125,2.5625,0.375,75.0,5.0
Diego Ferreira,0.15476190476190477,42.523809523809526,0.47619047619047616,0.47619047619047616,61.9047619047619,6.5
Diego Nunes,0.5,43.25,0.875,0.0,37.5,3.0
Diego Rivas,0.25,17.25,1.5,0.75,50.0,2.0
Diego Sanchez,0.1843137254901961,33.1843137254902,1.1333333333333333,0.5568627450980392,59.01960784313725,16.0
Diego Saraiva,0.0,30.75,1.0,0.5,0.0,1.5
Dieusel Berto,0.0,3.0,0.0,0.0,0.0,1.0
Dileno Lopes,0.0,35.5,2.5,1.5,0.0,1.0
Din Thomas,0.1,19.3,1.0,0.9,52.5,4.5
Dmitri Stepanov,0.0,1.0,0.0,0.0,0.0,1.0
Dmitrii Smoliakov,0.0,5.25,0.0,0.0,0.0,1.5
Dmitry Sosnovskiy,0.0,28.0,2.0,2.0,100.0,1.0
Dokonjonosuke Mishima,0.0,3.5,1.0,1.0,0.0,2.0
Domingo Pilarte,0.0,5.0,0.6666666666666666,0.3333333333333333,0.0,3.0
Dominic Waters,0.0,4.0,2.25,0.0,0.0,1.5
Dominick Cruz,0.0625,85.3125,2.3125,0.0625,62.5,5.0
Dominick Reyes,0.41666666666666663,35.08333333333333,0.20833333333333331,0.20833333333333331,62.5,5.0
Dominique Steele,0.41666666666666663,27.916666666666664,2.3333333333333335,0.0,16.666666666666664,2.5
Don Frye,0.07142857142857142,12.214285714285715,0.38095238095238093,0.21428571428571427,92.85714285714286,5.0
Don Madge,1.0,21.0,1.5,0.5,100.0,2.0
Don Shainis,0.0,26.5,0.5,1.0,0.0,2.0
Don'Tale Mayes,0.0,31.9,3.1,0.0,60.0,3.0
Donald Cerrone,0.5059523809523809,45.92559523809524,0.6041666666666667,0.2738095238095238,56.8452380952381,19.0
Dong Hyun Kim,0.20779220779220778,22.38961038961039,2.1363636363636367,0.4675324675324675,72.07792207792208,9.0
Dong Hyun Ma,0.125,29.375,0.875,0.0,37.5,4.0
Dongi Yang,0.41666666666666663,43.91666666666667,1.3333333333333335,0.5,41.666666666666664,2.5
Donnie Chappell,0.0,0.0,0.0,0.0,0.0,1.0
Donny Walker,0.0,16.0,0.0,1.0,0.0,1.0
Dooho Choi,0.5416666666666666,35.29166666666667,0.125,0.0,41.666666666666664,3.5
Dorian Price,0.0,0.0,0.0,0.0,0.0,1.0
Doug Evans,0.0,21.0,2.5,0.5,0.0,2.0
Douglas Silva de Andrade,0.5357142857142857,45.625,0.48214285714285715,0.14285714285714285,58.92857142857143,5.5
Drakkar Klose,0.25,55.625,1.525,0.0,75.0,4.5
Drako Rodriguez,0.0,33.0,1.5,0.0,0.0,1.0
Drew Dober,0.40404040404040403,37.131313131313135,0.3939393939393939,0.045454545454545456,59.5959595959596,10.0
Drew Fickett,0.5,15.0,0.5,1.9166666666666667,75.0,3.5
Drew McFedries,0.6071428571428572,13.607142857142858,0.14285714285714285,0.07142857142857142,28.57142857142857,4.5
Dricus Du Plessis,0.75,49.5,1.875,0.5,100.0,2.5
Duane Ludwig,0.1,35.375,0.125,0.0,45.0,4.5
Duda Santana,0.0,42.0,3.0,0.0,0.0,1.0
Dusko Todorovic,0.0,35.45833333333333,0.5833333333333333,0.0,45.83333333333333,3.5
Dustin Hazelett,0.0,11.285714285714285,0.14285714285714285,1.4523809523809523,35.714285714285715,5.0
Dustin Jacoby,0.21428571428571427,63.14285714285714,0.14285714285714285,0.0,52.38095238095238,5.0
Dustin Kimura,0.0,10.625,1.5,0.875,25.0,2.5
Dustin Neace,0.0,18.0,0.0,1.0,0.0,1.0
Dustin Ortiz,0.14285714285714285,36.64285714285714,2.5,0.07142857142857142,57.14285714285714,7.0
Dustin Pague,0.0,16.0,0.6666666666666666,1.6666666666666665,16.666666666666664,3.0
Dustin Poirier,0.4642857142857143,57.96428571428572,1.0,0.7142857142857143,75.0,14.0
Dustin Stoltzfus,0.0,33.416666666666664,1.1666666666666665,0.16666666666666666,25.0,2.5
Dwayne Cason,0.0,5.5,0.5,0.0,50.0,1.0
Dwight Grant,0.41666666666666663,39.08333333333333,0.6666666666666666,0.0,41.666666666666664,4.0
Dylan Andrews,0.6,16.4,1.4,0.2,40.0,5.0
Ebenezer Fontes Braga,0.0,9.0,1.0,1.0,100.0,1.0
Ed Herman,0.15476190476190477,26.853174603174605,1.2063492063492063,0.6468253968253967,49.2063492063492,12.5
Eddie Alvarez,0.125,50.0,1.5,0.125,50.0,4.0
Eddie Gordon,0.16666666666666666,25.5,1.8333333333333333,0.0,16.666666666666664,2.0
Eddie Mendez,0.0,4.0,0.0,0.0,0.0,1.0
Eddie Ruiz,0.0,3.0,2.0,0.0,0.0,1.0
Eddie Sanchez,0.625,29.25,0.625,0.0,62.5,3.0
Eddie Wineland,0.47619047619047616,33.88095238095238,0.21428571428571427,0.0,36.507936507936506,8.0
Eddie Yagin,1.0,47.0,0.0,1.0,50.0,2.0
Edgar Garcia,0.0,17.166666666666664,1.0,0.5,0.0,2.0
Edilberto de Oliveira,0.0,25.5,0.0,0.0,0.0,1.0
Edimilson Souza,0.6666666666666666,27.5,0.0,0.0,83.33333333333333,2.0
Edmen Shahbazyan,0.25,33.416666666666664,0.8333333333333334,0.3333333333333333,58.33333333333333,4.0
Ednaldo Oliveira,0.0,9.5,0.0,0.0,0.0,1.0
Edson Barboza,0.5166666666666666,46.91666666666667,0.275,0.075,60.83333333333333,13.5
Eduardo Garagorri,0.0,43.0,0.5,0.0,50.0,1.5
Edward Faaloloto,0.0,8.5,0.0,0.0,0.0,1.0
Edwin DeWees,0.0,5.0,0.75,1.25,0.0,1.5
Edwin Figueroa,0.3333333333333333,32.166666666666664,0.16666666666666666,0.5,33.33333333333333,3.0
Efrain Escudero,0.4375,40.5625,1.125,0.625,37.5,6.0
Eiji Mitsuoka,0.5,18.5,0.5,0.5,0.0,1.0
Eldo Xavier Dias,,,,,0.0,1.0
Elias Garcia,0.5,17.5,0.5,1.0,0.0,1.0
Elias Silverio,0.125,52.5,1.375,0.125,75.0,2.5
Elias Theodorou,0.0,55.04166666666667,1.4375,0.0,60.416666666666664,5.5
Eliot Marshall,0.1,19.9,0.2,0.4,30.0,3.0
Elise Reed,0.25,29.416666666666664,0.75,0.0,41.666666666666664,2.5
Elizabeth Phillips,0.0,48.333333333333336,0.5,0.16666666666666666,16.666666666666664,2.0
Elizeu Zaleski dos Santos,0.2,52.32857142857143,0.3857142857142857,0.3142857142857143,72.85714285714286,6.0
Elves Brener,0.0,69.0,0.0,0.0,100.0,1.0
Elvis Mutapcic,0.0,40.0,0.0,0.0,0.0,1.5
Elvis Sinosic,0.1,8.8,0.0,0.4,10.0,3.5
Emil Meek,0.0,41.83333333333333,0.16666666666666666,0.6666666666666666,16.666666666666664,2.0
Emily Ducote,0.0,93.5,0.0,0.0,50.0,2.0
Emily Kagan,0.0,31.5,1.5,0.0,0.0,2.0
Emily Whitmire,0.0,9.1,0.8,0.5,60.0,3.0
Emmanuel Yarborough,0.0,1.0,0.0,0.0,0.0,1.0
Enrique Barzola,0.0,62.0,3.1875,0.1875,56.25,5.0
Enrique Marin,0.0,21.5,2.5,1.0,0.0,2.0
Enson Inoue,0.0,0.0,0.0,1.0,100.0,1.0
Eric Martin,,,,,0.0,1.0
Eric Schafer,0.0,11.857142857142858,1.1785714285714286,1.3571428571428572,39.285714285714285,4.5
Eric Shelton,0.0,38.5,2.8333333333333335,0.16666666666666666,33.33333333333333,3.0
Eric Spicely,0.0,22.208333333333332,0.625,0.5,33.33333333333333,3.5
Eric Wisely,0.0,19.0,0.0,0.0,0.0,1.0
Erick Gonzalez,0.0,9.75,1.25,0.0,0.0,1.5
Erick Montano,0.0,24.333333333333332,1.3333333333333333,0.0,33.33333333333333,3.0
Erick Silva,0.25,19.13888888888889,0.3333333333333333,0.6388888888888888,47.22222222222222,7.5
Ericka Almeida,0.0,16.0,0.5,0.0,0.0,2.0
